"@timestamp","message"
"2025-02-28T02:53:16.365Z","[Producer clientId=producer-producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a, transactionalId=producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a] Discovered transaction coordinator b-1.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096 (id: 1 rack: null)"
"2025-02-28T02:53:16.335Z","Kafka version: 3.9.0"
"2025-02-28T02:53:16.335Z","Kafka commitId: 84caaa6e9da06435"
"2025-02-28T02:53:16.335Z","Kafka startTimeMs: 1740711196335"
"2025-02-28T02:53:16.335Z","[Producer clientId=producer-producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a, transactionalId=producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a] Invoking InitProducerId for the first time in order to acquire a producer ID"
"2025-02-28T02:53:16.334Z","Successfully logged in."
"2025-02-28T02:53:16.333Z","ProducerConfig values: 
	acks = -1
	auto.include.jmx.reporter = true
	batch.size = 16384
	bootstrap.servers = [b-3.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096, b-1.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096, b-4.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096, b-2.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096]
	buffer.memory = 33554432
	client.dns.lookup = use_all_dns_ips
	client.id = producer-producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a
	compression.gzip.level = -1
	compression.lz4.level = 9
	compression.type = none
	compression.zstd.level = 3
	connections.max.idle.ms = 540000
	delivery.timeout.ms = 120000
	enable.idempotence = true
	enable.metrics.push = true
	interceptor.classes = []
	key.serializer = class org.apache.kafka.common.serialization.StringSerializer
	linger.ms = 0
	max.block.ms = 60000
	max.in.flight.requests.per.connection = 5
	max.request.size = 1048576
	metadata.max.age.ms = 300000
	metadata.max.idle.ms = 300000
	metadata.recovery.strategy = none
	metric.reporters = []
	metrics.num.samples = 2
	metrics.recording.level = INFO
	metrics.sample.window.ms = 30000
	partitioner.adaptive.partitioning.enable = true
	partitioner.availability.timeout.ms = 0
	partitioner.class = null
	partitioner.ignore.keys = false
	receive.buffer.bytes = 32768
	reconnect.backoff.max.ms = 1000
	reconnect.backoff.ms = 50
	request.timeout.ms = 30000
	retries = 2147483647
	retry.backoff.max.ms = 1000
	retry.backoff.ms = 100
	sasl.client.callback.handler.class = null
	sasl.jaas.config = [hidden]
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.login.callback.handler.class = null
	sasl.login.class = null
	sasl.login.connect.timeout.ms = null
	sasl.login.read.timeout.ms = null
	sasl.login.refresh.buffer.seconds = 300
	sasl.login.refresh.min.period.seconds = 60
	sasl.login.refresh.window.factor = 0.8
	sasl.login.refresh.window.jitter = 0.05
	sasl.login.retry.backoff.max.ms = 10000
	sasl.login.retry.backoff.ms = 100
	sasl.mechanism = SCRAM-SHA-512
	sasl.oauthbearer.clock.skew.seconds = 30
	sasl.oauthbearer.expected.audience = null
	sasl.oauthbearer.expected.issuer = null
	sasl.oauthbearer.header.urlencode = false
	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
	sasl.oauthbearer.jwks.endpoint.url = null
	sasl.oauthbearer.scope.claim.name = scope
	sasl.oauthbearer.sub.claim.name = sub
	sasl.oauthbearer.token.endpoint.url = null
	security.protocol = SASL_SSL
	security.providers = null
	send.buffer.bytes = 131072
	socket.connection.setup.timeout.max.ms = 30000
	socket.connection.setup.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
	ssl.endpoint.identification.algorithm = https
	ssl.engine.factory.class = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.certificate.chain = null
	ssl.keystore.key = null
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLSv1.3
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.certificates = null
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	transaction.timeout.ms = 60000
	transactional.id = producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a
	value.serializer = class com.storecove.smc.commons.kafka.producer.invoicesubmissionactionstatus.KafkaProducerSerializer
"
"2025-02-28T02:53:16.333Z","initializing Kafka metrics collector"
"2025-02-28T02:53:16.333Z","[Producer clientId=producer-producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a, transactionalId=producer-transaction-id-7ce91d11-e8fe-48fa-8941-b61e6c417c9a] Instantiated a transactional producer."
"2025-02-28T02:53:16.332Z","clearingStatus: CLEARED for invoiceId GR47KWFKKCJW8FA6943X05NJ10SPLITTYC1851356050 and invoiceSubmissionActionId 9937945"
"2025-02-28T02:53:15.453Z","calling handleMessage for: AbstractDto{applicationName='my-lhdnm', dataprivacyRegion=DataprivacyRegion{id=1, slug='eu', region='EEA', country='IE', countrySubentity='null', provider='AWS', providerRegion='eu-west-1', mainBucket='sc-peppol'}, subEnvironment='live', companyCode='null', partnerKey='null', bucketName='null', keyPrefix='null', key='null'}AbstractInvoiceSubmissionActionDto{invoiceSubmissionActionId=9937945, bucketName='sc-peppol', keyPrefix='out/9937945/2025-02-28T00:56:57-7b4fbba6-04de-490a-a3cd-2d3b42946923', credentials=com.storecove.smc.commons.dataprivacy.crypto.Credentials@34ef2844Credentials{certificateEncryptedData='************', certificateEncryptedSymmetricKey='************', certificateEncryptedIv='************', certificateEncryptedAuthTag='************', certificateSymmetricEncryptionAlgorithm='null', certificatePkiEncryptionAlgorithm='null', certificateDataprivacyRegion=null, passphraseEncryptedData='************', passphraseEncryptedSymmetricKey='************', passphraseEncryptedIv='************', passphraseEncryptedAuthTag='************', passphraseSymmetricEncryptionAlgorithm='null', passphrasePkiEncryptionAlgorithm='null', passphraseDataprivacyRegion=null, clientidEncryptedData='************', clientidEncryptedSymmetricKey='************', clientidEncryptedIv='************', clientidEncryptedAuthTag='************', clientidSymmetricEncryptionAlgorithm='AES/GCM/NoPadding', clientidPkiEncryptionAlgorithm='RSA/ECB/OAEPPadding', clientidDataprivacyRegion=DataprivacyRegion{id=1, slug='eu', region='EEA', country='IE', countrySubentity='null', provider='AWS', providerRegion='eu-west-1', mainBucket='sc-peppol'}, clientsecretEncryptedData='************', clientsecretEncryptedSymmetricKey='************', clientsecretEncryptedIv='************', clientsecretEncryptedAuthTag='************', clientsecretSymmetricEncryptionAlgorithm='AES/GCM/NoPadding', clientsecretPkiEncryptionAlgorithm='RSA/ECB/OAEPPadding', clientsecretDataprivacyRegion=DataprivacyRegion{id=1, slug='eu', region='EEA', country='IE', countrySubentity='null', provider='AWS', providerRegion='eu-west-1', mainBucket='sc-peppol'}}}InvoiceSubmissionActionStatusRequestDto{invoiceId='GR47KWFKKCJW8FA6943X05NJ10SPLITTYC1851356050'}"
"2025-02-28T02:53:15.445Z","Metrics scheduler closed"
"2025-02-28T02:53:15.445Z","Closing reporter org.apache.kafka.common.metrics.JmxReporter"
"2025-02-28T02:53:15.445Z","Closing reporter org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter"
"2025-02-28T02:53:15.445Z","Metrics reporters closed"
"2025-02-28T02:53:15.445Z","App info kafka.producer for producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898 unregistered"
"2025-02-28T02:53:15.445Z","commiting message AbstractDto{applicationName='my-lhdnm', dataprivacyRegion=DataprivacyRegion{id=1, slug='eu', region='EEA', country='IE', countrySubentity='null', provider='AWS', providerRegion='eu-west-1', mainBucket='sc-peppol'}, subEnvironment='live', companyCode='null', partnerKey='null', bucketName='null', keyPrefix='null', key='null'}AbstractInvoiceSubmissionActionDto{invoiceSubmissionActionId=9937934, bucketName='sc-peppol', keyPrefix='out/9937934/2025-02-28T00:53:54-8793e50a-fd98-4ca4-8f37-5bd026e66af2', credentials=com.storecove.smc.commons.dataprivacy.crypto.Credentials@39aee8a6Credentials{certificateEncryptedData='************', certificateEncryptedSymmetricKey='************', certificateEncryptedIv='************', certificateEncryptedAuthTag='************', certificateSymmetricEncryptionAlgorithm='null', certificatePkiEncryptionAlgorithm='null', certificateDataprivacyRegion=null, passphraseEncryptedData='************', passphraseEncryptedSymmetricKey='************', passphraseEncryptedIv='************', passphraseEncryptedAuthTag='************', passphraseSymmetricEncryptionAlgorithm='null', passphrasePkiEncryptionAlgorithm='null', passphraseDataprivacyRegion=null, clientidEncryptedData='************', clientidEncryptedSymmetricKey='************', clientidEncryptedIv='************', clientidEncryptedAuthTag='************', clientidSymmetricEncryptionAlgorithm='AES/GCM/NoPadding', clientidPkiEncryptionAlgorithm='RSA/ECB/OAEPPadding', clientidDataprivacyRegion=DataprivacyRegion{id=1, slug='eu', region='EEA', country='IE', countrySubentity='null', provider='AWS', providerRegion='eu-west-1', mainBucket='sc-peppol'}, clientsecretEncryptedData='************', clientsecretEncryptedSymmetricKey='************', clientsecretEncryptedIv='************', clientsecretEncryptedAuthTag='************', clientsecretSymmetricEncryptionAlgorithm='AES/GCM/NoPadding', clientsecretPkiEncryptionAlgorithm='RSA/ECB/OAEPPadding', clientsecretDataprivacyRegion=DataprivacyRegion{id=1, slug='eu', region='EEA', country='IE', countrySubentity='null', provider='AWS', providerRegion='eu-west-1', mainBucket='sc-peppol'}}}InvoiceSubmissionActionStatusRequestDto{invoiceId='JD5FK5YJ8PNM7DPZV8HQ05NJ10SPLITTYC22902977090'}"
"2025-02-28T02:53:15.443Z","[Producer clientId=producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898, transactionalId=producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898] Closing the Kafka producer with timeoutMillis = 9223372036854775807 ms."
"2025-02-28T02:53:15.394Z","[Producer clientId=producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898, transactionalId=producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898] ProducerId set to 9755686 with epoch 0"
"2025-02-28T02:53:15.244Z","[Producer clientId=producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898, transactionalId=producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898] Discovered transaction coordinator b-1.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096 (id: 1 rack: null)"
"2025-02-28T02:53:15.243Z","[Producer clientId=producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898, transactionalId=producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898] Cluster ID: C3Jpg5PcQ_G3EXx3seSTHQ"
"2025-02-28T02:53:15.219Z","Kafka version: 3.9.0"
"2025-02-28T02:53:15.219Z","Kafka commitId: 84caaa6e9da06435"
"2025-02-28T02:53:15.219Z","Kafka startTimeMs: 1740711195219"
"2025-02-28T02:53:15.219Z","[Producer clientId=producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898, transactionalId=producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898] Invoking InitProducerId for the first time in order to acquire a producer ID"
"2025-02-28T02:53:15.217Z","initializing Kafka metrics collector"
"2025-02-28T02:53:15.217Z","[Producer clientId=producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898, transactionalId=producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898] Instantiated a transactional producer."
"2025-02-28T02:53:15.217Z","Successfully logged in."
"2025-02-28T02:53:15.216Z","clearingStatus: CLEARED for invoiceId JD5FK5YJ8PNM7DPZV8HQ05NJ10SPLITTYC22902977090 and invoiceSubmissionActionId 9937934"
"2025-02-28T02:53:15.216Z","ProducerConfig values: 
	acks = -1
	auto.include.jmx.reporter = true
	batch.size = 16384
	bootstrap.servers = [b-3.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096, b-1.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096, b-4.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096, b-2.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096]
	buffer.memory = 33554432
	client.dns.lookup = use_all_dns_ips
	client.id = producer-producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898
	compression.gzip.level = -1
	compression.lz4.level = 9
	compression.type = none
	compression.zstd.level = 3
	connections.max.idle.ms = 540000
	delivery.timeout.ms = 120000
	enable.idempotence = true
	enable.metrics.push = true
	interceptor.classes = []
	key.serializer = class org.apache.kafka.common.serialization.StringSerializer
	linger.ms = 0
	max.block.ms = 60000
	max.in.flight.requests.per.connection = 5
	max.request.size = 1048576
	metadata.max.age.ms = 300000
	metadata.max.idle.ms = 300000
	metadata.recovery.strategy = none
	metric.reporters = []
	metrics.num.samples = 2
	metrics.recording.level = INFO
	metrics.sample.window.ms = 30000
	partitioner.adaptive.partitioning.enable = true
	partitioner.availability.timeout.ms = 0
	partitioner.class = null
	partitioner.ignore.keys = false
	receive.buffer.bytes = 32768
	reconnect.backoff.max.ms = 1000
	reconnect.backoff.ms = 50
	request.timeout.ms = 30000
	retries = 2147483647
	retry.backoff.max.ms = 1000
	retry.backoff.ms = 100
	sasl.client.callback.handler.class = null
	sasl.jaas.config = [hidden]
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.login.callback.handler.class = null
	sasl.login.class = null
	sasl.login.connect.timeout.ms = null
	sasl.login.read.timeout.ms = null
	sasl.login.refresh.buffer.seconds = 300
	sasl.login.refresh.min.period.seconds = 60
	sasl.login.refresh.window.factor = 0.8
	sasl.login.refresh.window.jitter = 0.05
	sasl.login.retry.backoff.max.ms = 10000
	sasl.login.retry.backoff.ms = 100
	sasl.mechanism = SCRAM-SHA-512
	sasl.oauthbearer.clock.skew.seconds = 30
	sasl.oauthbearer.expected.audience = null
	sasl.oauthbearer.expected.issuer = null
	sasl.oauthbearer.header.urlencode = false
	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
	sasl.oauthbearer.jwks.endpoint.url = null
	sasl.oauthbearer.scope.claim.name = scope
	sasl.oauthbearer.sub.claim.name = sub
	sasl.oauthbearer.token.endpoint.url = null
	security.protocol = SASL_SSL
	security.providers = null
	send.buffer.bytes = 131072
	socket.connection.setup.timeout.max.ms = 30000
	socket.connection.setup.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
	ssl.endpoint.identification.algorithm = https
	ssl.engine.factory.class = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.certificate.chain = null
	ssl.keystore.key = null
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLSv1.3
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.certificates = null
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	transaction.timeout.ms = 60000
	transactional.id = producer-transaction-id-0e67e5f9-f27a-4e45-bf9a-40c6c80b4898
	value.serializer = class com.storecove.smc.commons.kafka.producer.invoicesubmissionactionstatus.KafkaProducerSerializer
"
"2025-02-28T02:53:15.139Z","message for invoiceSubmissionActionId: 9939094 committed"
"2025-02-28T02:53:15.139Z","jobscheduler consumer polling loop..."
"2025-02-28T02:53:15.136Z","Metrics scheduler closed"
"2025-02-28T02:53:15.136Z","Closing reporter org.apache.kafka.common.metrics.JmxReporter"
"2025-02-28T02:53:15.136Z","Closing reporter org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter"
"2025-02-28T02:53:15.136Z","Metrics reporters closed"
"2025-02-28T02:53:15.136Z","App info kafka.producer for producer-producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da unregistered"
"2025-02-28T02:53:15.134Z","[Producer clientId=producer-producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da, transactionalId=producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da] Closing the Kafka producer with timeoutMillis = 9223372036854775807 ms."
"2025-02-28T02:53:15.091Z","[Producer clientId=producer-producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da, transactionalId=producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da] ProducerId set to 9755685 with epoch 0"
"2025-02-28T02:53:14.907Z","[Producer clientId=producer-producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da, transactionalId=producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da] Cluster ID: C3Jpg5PcQ_G3EXx3seSTHQ"
"2025-02-28T02:53:14.907Z","[Producer clientId=producer-producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da, transactionalId=producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da] Discovered transaction coordinator b-1.storecove02.q4u6yh.c5.kafka.eu-west-1.amazonaws.com:9096 (id: 1 rack: null)"
"2025-02-28T02:53:14.886Z","[Producer clientId=producer-producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da, transactionalId=producer-transaction-id-037d7503-7109-4681-bfe4-0196c2edd1da] Invoking InitProducerId for the first time in order to acquire a producer ID"
"2025-02-28T02:53:14.885Z","Kafka version: 3.9.0"
"2025-02-28T02:53:14.885Z","Kafka commitId: 84caaa6e9da06435"
"2025-02-28T02:53:14.885Z","Kafka startTimeMs: 1740711194885"
"2025-02-28T02:53:14.883Z","Successfully logged in."
"2025-02-28T02:53:14.882Z","JobInstance 43649608started"
"2025-02-28T02:53:14.882Z","invoiceSubmissionActionId: 9939094 has been assigned jobId 43649608"
